nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power,label
0.0,0.0,20.44,60.82,3.38,196.56,1005.39,0,0,19.1,1005.799988,138,0.9,0.0,0
0.0,0.0,20.2,61.88,3.32,197.73,1005.51,0,0,18.700001,1005.700012,142,0.7,0.0,0
0.0,0.0,20.01,62.69,3.28,199.79,1005.61,0,0,18.5,1005.700012,140,0.5,0.0,0
0.0,0.0,19.75,63.8,3.27,202.5,1005.72,0,0,18.5,1005.900024,148,1.1,0.0,0
0.0,0.0,19.36,65.48,3.26,205.55,1005.76,0,0,18.4,1005.799988,130,1.2,0.0,0
0.0,0.0,18.84,67.76,3.25,208.58,1005.75,0,0,18.0,1005.799988,131,1.8,0.0,0
0.0,0.0,18.23,70.42,3.26,212.56,1005.74,0,0,17.700001,1005.700012,170,0.0,0.0,0
0.0,0.0,17.63,73.0,3.23,220.69,1005.82,0,0,17.9,1005.799988,172,0.4,0.0,0
0.0,0.0,17.08,75.34,3.14,239.64,1005.93,0,0,17.799999,1005.700012,171,1.1,0.0,0
0.0,0.0,16.79,76.3,3.03,261.5,1006.07,0,0,17.700001,1005.700012,185,0.1,0.0,0
0.0,0.0,16.79,75.76,2.88,279.0,1006.16,0,0,17.6,1005.5,175,0.7,0.0,0
0.0,0.0,16.7,75.87,2.72,303.26,1006.35,0,0,17.5,1005.400024,143,0.8,0.0,0
0.0,0.0,16.46,76.91,2.59,323.56,1006.54,0,0,17.200001,1005.599976,203,0.0,0.0,0
0.0,0.0,16.22,77.99,2.49,334.48,1006.69,0,0,17.1,1005.599976,209,1.0,0.0,0
0.0,0.0,14.19,95.83,2.62,239.96,1006.65,0,0,16.799999,1005.5,231,0.0,0.0,0
0.0,0.0,14.08,94.93,2.68,252.42,1006.74,0,0,16.799999,1005.400024,200,0.0,0.0,0
0.0,0.0,13.93,93.81,2.78,264.69,1006.99,0,0,16.700001,1005.299988,201,0.2,0.0,0
0.0,0.0,13.74,92.52,2.9,276.49,1006.69,0,0,16.6,1005.299988,191,0.7,0.0,0
0.0,0.0,13.59,90.55,3.04,285.33,1006.39,0,0,16.299999,1005.400024,239,0.7,0.0,0
0.0,0.0,13.47,88.02,3.17,292.66,1006.23,0,0,16.1,1005.299988,165,0.0,0.0,0
0.0,0.0,13.31,85.35,3.28,296.35,1006.21,0,0,16.299999,1005.200012,191,0.6,0.0,0
0.0,0.0,13.12,82.45,3.36,299.4,1006.42,0,0,16.4,1005.299988,189,0.8,0.0,0
0.0,0.0,12.91,79.47,3.45,300.97,1006.53,0,0,16.200001,1005.400024,215,0.2,0.0,0
0.0,0.0,12.7,76.42,3.5,300.97,1006.53,0,0,16.0,1005.200012,189,0.4,0.0,0
0.0,0.0,12.51,73.52,3.51,300.23,1006.48,0,0,15.9,1005.200012,228,0.0,0.0,0
0.0,0.0,12.29,71.32,3.53,300.6,1006.46,0,0,15.7,1005.200012,259,0.0,0.0,0
0.0,0.0,12.04,69.98,3.59,303.37,1006.44,0,0,15.4,1005.5,277,0.3,0.0,0
0.0,0.0,11.76,69.48,3.73,308.92,1006.51,0,0,14.9,1005.599976,300,0.4,0.0,0
0.0,0.0,11.5,69.65,3.91,316.38,1006.66,0,0,14.7,1005.599976,332,0.0,0.0,0
0.0,0.0,11.27,69.76,4.04,318.96,1006.9,0,0,14.7,1005.599976,285,0.0,0.0,0
0.0,0.0,11.16,68.87,4.12,314.1,1007.19,0,0,14.5,1005.5,279,0.0,0.0,0
0.0,0.0,11.09,67.64,4.21,308.7,1007.25,0,0,14.4,1005.700012,228,0.0,0.0,0
0.0,0.0,11.01,66.67,4.31,306.6,1007.24,0,0,14.8,1005.5,214,0.0,0.0,0
0.0,0.0,10.93,65.7,4.36,306.3,1007.38,0,0,14.3,1005.5,224,0.5,0.0,0
0.0,0.0,10.84,64.7,4.3,305.65,1007.44,0,0,14.9,1005.5,256,1.5,0.0,0
0.0,0.0,10.67,63.94,4.17,305.35,1007.66,0,0,15.3,1005.5,308,0.4,0.0,0
0.0,0.0,10.48,63.19,4.05,305.05,1007.82,0,0,15.8,1005.599976,322,0.6,0.0,0
0.0,0.0,10.35,62.12,3.94,304.57,1007.97,0,0,15.3,1005.599976,282,0.0,0.0,0
0.0,0.0,10.3,60.53,3.83,303.69,1008.02,0,0,14.8,1005.700012,149,0.0,0.0,0
0.77,0.04,10.31,58.81,3.69,303.25,1008.05,4,2,14.9,1005.900024,287,0.0,0.0,0
22.2,12.12,10.65,56.36,3.53,302.64,1008.15,19,13,15.1,1006.0,273,0.0,0.094922,0
69.18,49.35,11.39,53.52,3.3,300.85,1008.38,39,25,14.8,1006.400024,11,0.0,0.225,0
104.37,79.95,12.08,51.76,3.02,297.96,1008.66,69,37,15.9,1006.5,312,0.0,0.421875,0
159.74,130.01,13.13,49.63,2.77,294.65,1008.87,75,47,17.299999,1006.5,352,0.0,0.682031,0
197.45,164.89,14.45,47.33,2.66,291.63,1009.05,151,57,18.6,1006.5,8,0.7,0.949219,0
254.25,218.13,16.14,43.94,2.93,290.62,1009.11,199,66,19.1,1006.599976,26,0.8,1.198828,0
291.85,253.71,17.9,36.96,3.44,291.63,1009.13,260,72,19.799999,1006.799988,294,0.9,1.525781,0
347.27,306.5,18.85,35.11,3.61,288.64,1009.17,320,79,20.700001,1007.0,316,1.6,1.7824220000000002,0
383.27,340.94,19.89,33.75,3.51,287.4,1009.26,385,86,21.6,1007.099976,344,1.8,2.109375,0
435.48,391.1,20.83,29.66,3.43,287.86,1009.28,454,89,22.299999,1007.0,306,1.9,2.446875,0
469.03,423.43,21.43,27.9,3.3,285.82,1009.3,503,92,23.0,1007.299988,326,1.6,2.685937,0
517.77,470.53,21.97,27.18,3.07,281.4,1009.3,548,97,23.299999,1007.299988,323,2.7,2.910937,0
549.04,500.83,22.4,26.07,2.84,275.02,1009.14,583,101,23.700001,1007.400024,275,1.3,3.111328,0
592.9,543.37,22.77,25.78,2.73,268.49,1008.89,615,108,23.9,1007.200012,353,2.9,3.332812,0
619.56,569.4,23.16,25.51,2.75,264.8,1008.64,658,108,24.5,1007.299988,316,1.9,3.536719,0
655.89,604.6,23.67,24.26,3.02,266.7,1008.53,695,109,25.0,1007.099976,288,0.5,3.723047,0
677.15,625.28,24.22,22.83,3.84,278.8,1008.53,716,115,25.299999,1007.0,261,0.6,3.810937000000001,0
705.11,652.47,24.79,21.26,5.17,289.65,1008.55,751,112,26.299999,1006.799988,294,2.1,4.032422,0
721.23,668.17,25.22,20.27,6.53,295.68,1008.51,811,113,27.5,1006.700012,277,5.0,4.285547,0
742.03,688.45,25.57,18.72,7.47,294.88,1008.36,843,124,27.700001,1006.5,291,8.2,4.3804690000000015,0
753.92,700.07,25.84,16.64,7.94,292.8,1008.24,847,155,28.1,1006.400024,301,7.7,4.468359,0
766.42,712.27,26.04,15.5,8.12,292.53,1008.21,848,192,28.200001,1006.299988,288,11.0,4.4789059999999985,0
770.0,715.75,26.16,14.93,8.08,294.57,1008.2,857,236,28.1,1006.200012,283,5.9,4.468359,0
769.67,715.4,26.38,14.83,7.99,295.7,1008.1,863,292,27.9,1006.0,283,3.9,4.489453,0
767.91,713.68,26.72,13.82,8.15,296.4,1007.96,874,368,28.6,1005.900024,258,5.4,4.426172,0
763.12,709.05,26.94,12.67,8.48,295.72,1007.69,876,436,28.5,1005.799988,283,4.1,4.433203,0
756.4,702.52,27.0,12.32,8.61,295.07,1007.44,861,480,28.6,1005.5,271,2.4,4.306641,0
740.56,687.1,27.0,12.53,8.42,295.34,1007.23,864,528,28.6,1005.5,244,7.4,4.401562,0
726.71,673.6,27.01,12.94,8.06,296.0,1007.08,817,519,29.4,1005.299988,326,6.0,4.3382809999999985,0
701.71,649.26,27.0,13.38,7.72,296.43,1006.96,818,546,29.0,1005.099976,298,6.2,4.21875,0
682.49,630.54,27.01,13.75,7.45,296.32,1006.86,821,563,29.1,1005.0,341,7.5,4.187109,0
650.1,599.03,26.99,14.01,7.28,295.64,1006.77,787,548,29.4,1005.099976,313,4.3,4.0183589999999985,0
626.23,575.85,26.98,14.16,7.16,294.24,1006.7,761,539,29.200001,1005.099976,312,7.1,3.828516000000001,0
587.13,537.89,26.96,14.24,7.09,292.22,1006.64,734,527,28.9,1004.900024,308,6.3,3.691406,0
558.94,510.57,26.96,14.26,7.08,289.69,1006.61,707,513,28.9,1005.0,319,5.6,3.494531,0
513.66,466.74,26.94,14.3,7.09,286.94,1006.62,673,490,28.9,1004.799988,326,6.0,3.230859,0
481.61,435.78,26.95,14.36,7.11,284.42,1006.66,637,459,29.0,1004.900024,305,5.2,2.991797,0
430.96,386.95,26.92,14.54,7.14,282.48,1006.77,590,416,29.0,1004.799988,328,2.4,2.721094,0
395.69,353.05,26.89,14.84,7.16,280.76,1006.87,547,372,28.799999,1005.0,296,6.0,2.397656,0
340.93,300.6,26.78,15.36,7.13,279.05,1006.89,497,321,28.5,1005.0,288,3.6,2.11289,0
303.45,264.88,26.64,16.11,7.0,277.38,1006.82,427,262,28.4,1005.0,309,6.6,1.768359,0
246.29,210.77,26.37,17.22,6.71,275.69,1006.78,356,210,28.200001,1005.200012,318,3.4,1.444922,0
207.92,174.77,26.02,18.73,6.2,274.02,1006.78,291,167,27.9,1005.299988,289,4.2,1.107422,0
150.67,121.81,25.37,20.89,5.5,272.47,1006.78,214,121,27.5,1005.599976,302,4.4,0.766406,0
113.33,88.01,24.46,23.7,4.75,271.02,1006.77,146,85,27.0,1005.900024,300,3.7,0.481641,0
60.14,41.8,23.07,27.13,4.21,269.71,1006.73,82,45,26.5,1006.0,312,6.0,0.232031,0
28.49,16.68,21.89,29.7,3.98,268.76,1006.69,32,15,25.299999,1006.299988,346,1.7,0.049219,0
0.0,0.0,20.73,31.85,3.89,269.37,1006.7,3,1,24.299999,1006.400024,22,1.7,0.0,0
0.0,0.0,19.86,33.63,3.8,271.81,1006.76,0,0,24.0,1006.700012,11,1.8,0.0,0
0.0,0.0,19.12,35.13,3.72,275.32,1006.92,0,0,23.0,1006.900024,344,1.1,0.0,0
0.0,0.0,18.5,36.39,3.66,279.1,1007.11,0,0,21.700001,1007.099976,348,1.3,0.0,0
0.0,0.0,17.96,37.5,3.67,282.16,1007.31,0,0,21.799999,1007.5,297,0.3,0.0,0
0.0,0.0,17.54,38.44,3.74,283.49,1007.53,0,0,21.5,1007.900024,347,0.8,0.0,0
0.0,0.0,17.22,39.09,3.84,284.58,1007.79,0,0,19.799999,1008.299988,22,0.7,0.0,0
0.0,0.0,17.05,39.18,3.9,286.51,1008.05,0,0,19.9,1008.700012,15,0.5,0.0,0
0.0,0.0,16.96,38.77,3.87,288.87,1008.3,0,0,20.4,1008.900024,4,1.0,0.0,0
0.0,0.0,16.86,38.25,3.76,290.9,1008.53,0,0,19.9,1009.0,304,0.2,0.0,0
0.0,0.0,16.6,38.19,3.68,291.88,1008.71,0,0,17.5,1009.400024,7,1.2,0.0,0
0.0,0.0,16.18,38.56,3.66,292.23,1008.88,0,0,19.799999,1009.5,343,0.8,0.0,0
0.0,0.0,15.7,38.99,3.69,293.2,1009.08,0,0,16.6,1009.599976,314,0.7,0.0,0
0.0,0.0,15.3,39.03,3.79,294.6,1009.25,0,0,15.8,1009.700012,163,0.0,0.0,0
0.0,0.0,15.01,38.61,3.94,294.98,1009.28,0,0,15.8,1009.700012,293,0.9,0.0,0
0.0,0.0,14.75,38.09,4.07,294.81,1009.3,0,0,16.5,1010.0,254,0.0,0.0,0
0.0,0.0,14.47,37.78,4.14,295.01,1009.4,0,0,16.299999,1009.900024,345,0.3,0.0,0
0.0,0.0,14.17,37.76,4.11,295.77,1009.56,0,0,16.799999,1010.099976,314,0.8,0.0,0
0.0,0.0,13.88,37.96,4.01,296.56,1009.76,0,0,17.4,1009.900024,301,2.1,0.0,0
0.0,0.0,13.6,38.28,3.9,296.97,1009.97,0,0,17.6,1010.099976,339,0.7,0.0,0
0.0,0.0,13.34,38.72,3.78,297.04,1010.2,0,0,17.6,1010.099976,292,1.5,0.0,0
0.0,0.0,13.04,39.41,3.65,297.05,1010.44,0,0,16.799999,1010.299988,314,0.0,0.0,0
0.0,0.0,12.75,40.18,3.53,297.4,1010.73,0,0,16.1,1010.400024,335,0.6,0.0,0
0.0,0.0,12.57,46.53,5.0,298.32,1011.11,0,0,15.2,1010.5,157,0.0,0.0,0
0.0,0.0,12.43,46.95,5.09,298.73,1011.28,0,0,15.2,1010.5,301,0.0,0.0,0
0.0,0.0,12.42,46.73,5.12,298.58,1011.86,0,0,14.9,1010.599976,204,0.0,0.0,0
0.0,0.0,12.43,46.2,4.95,298.3,1011.96,0,0,13.9,1010.5,217,0.0,0.0,0
0.0,0.0,12.23,46.33,4.47,299.73,1011.96,0,0,14.0,1010.599976,294,0.0,0.0,0
0.0,0.0,11.9,47.0,3.68,302.82,1012.08,0,0,13.3,1010.700012,194,0.3,0.0,0
0.0,0.0,11.54,47.95,2.66,306.32,1012.19,0,0,14.0,1010.799988,253,0.0,0.0,0
0.0,0.0,11.13,49.22,1.71,312.25,1012.3,0,0,13.5,1010.799988,267,0.0,0.0,0
0.0,0.0,11.0,49.48,1.07,336.27,1012.49,0,0,13.9,1010.900024,263,1.3,0.0,0
0.0,0.0,11.0,49.24,0.81,14.19,1012.55,0,0,12.8,1010.700012,208,0.0,0.0,0
0.0,0.0,11.08,48.65,0.83,17.03,1012.63,0,0,12.5,1010.900024,143,0.0,0.0,0
0.0,0.0,11.32,47.34,1.12,341.82,1012.63,0,0,12.4,1010.900024,281,0.0,0.0,0
0.0,0.0,11.52,46.07,1.79,309.52,1012.63,0,0,12.3,1011.0,239,0.0,0.0,0
0.0,0.0,11.52,45.37,2.67,300.09,1012.68,0,0,12.3,1010.700012,200,0.1,0.0,0
0.0,0.0,11.5,44.71,3.36,298.37,1012.58,0,0,11.9,1010.599976,222,0.1,0.0,0
0.0,0.0,11.55,43.79,3.72,298.51,1012.75,0,0,11.5,1011.0,275,0.0,0.0,0
0.0,0.0,11.58,43.04,3.89,298.66,1012.91,0,0,11.8,1011.099976,331,0.1,0.0,0
0.0,0.0,11.47,42.83,3.94,299.15,1012.98,0,0,13.2,1011.200012,265,1.5,0.0,0
0.0,0.0,11.28,42.89,3.9,300.36,1012.96,0,0,13.1,1011.299988,248,0.9,0.0,0
0.0,0.0,11.07,43.11,3.85,300.9,1013.0,0,0,12.6,1011.299988,308,0.8,0.0,0
0.0,0.0,10.86,43.35,3.82,300.92,1013.04,0,0,12.8,1011.299988,238,0.8,0.0,0
0.0,0.0,10.66,43.55,3.81,300.89,1012.99,0,0,11.8,1011.5,253,0.3,0.0,0
0.0,0.0,10.49,43.65,3.82,301.07,1012.94,0,0,11.3,1011.5,246,0.0,0.0,0
0.0,0.0,10.35,43.56,3.86,301.16,1012.95,0,0,11.9,1011.700012,281,1.4,0.0,0
0.0,0.0,10.27,43.28,3.9,300.22,1013.02,0,0,11.8,1011.700012,264,1.3,0.0,0
0.04,0.0,10.23,42.8,3.96,298.88,1013.05,4,3,12.0,1012.0,268,0.5,0.0,0
20.38,10.86,10.54,41.53,4.05,297.11,1013.1,21,11,12.0,1012.200012,283,1.0,0.080859,0
67.26,47.73,11.37,39.34,4.19,294.72,1013.23,39,19,12.4,1012.299988,273,0.2,0.186328,0
102.68,78.46,12.49,36.98,4.43,292.53,1013.38,74,25,12.8,1012.299988,274,0.0,0.397266,0
158.61,128.98,14.03,34.16,4.85,291.1,1013.58,56,31,13.7,1012.200012,260,0.7,0.675,0
196.79,164.28,15.56,31.5,5.48,290.51,1013.67,172,36,15.0,1012.299988,288,1.2,0.973828,0
254.38,218.25,16.67,29.25,6.09,290.39,1013.65,224,41,15.9,1012.299988,283,0.7,1.307812,0
292.49,254.32,17.33,29.06,6.4,290.27,1013.58,287,45,17.0,1012.400024,306,1.2,1.620703,0
348.53,307.68,18.07,28.25,6.57,290.89,1013.6,350,50,17.799999,1012.400024,263,1.1,1.926562,0
384.83,342.43,18.57,26.8,6.6,293.07,1013.68,414,53,18.700001,1012.400024,279,1.7,2.225391,0
437.4,392.91,19.02,26.82,6.31,294.78,1013.67,477,57,20.0,1012.400024,273,2.3,2.534765,0
471.04,425.3,19.5,26.76,5.86,296.62,1013.6,534,59,21.9,1012.400024,317,3.1,2.826562,0
518.93,471.57,20.06,25.55,5.41,300.98,1013.54,573,62,22.6,1012.400024,287,3.0,3.051562,0
548.94,500.6,20.39,23.46,4.99,309.68,1013.39,612,66,22.799999,1012.400024,292,2.8,3.273047,0
590.63,541.0,20.72,22.16,4.51,316.34,1013.16,656,69,23.200001,1012.299988,278,5.6,3.505078,0
616.06,565.66,20.99,21.44,4.07,320.79,1012.94,689,75,23.200001,1012.200012,300,1.7,3.698437,0
650.36,598.95,21.26,20.2,3.75,324.31,1012.84,717,79,23.700001,1012.099976,293,3.9,3.863672,0
670.67,618.69,21.47,20.36,3.4,315.16,1012.8,747,90,23.9,1012.099976,294,2.2,4.021875,0
697.52,644.79,21.74,20.51,3.08,299.94,1012.74,767,104,24.0,1011.799988,264,3.1,4.123828,0
713.01,659.86,22.05,20.3,2.89,285.28,1012.63,784,127,24.299999,1011.599976,293,2.9,4.215234,0
732.47,678.81,22.39,19.7,2.77,273.27,1012.48,806,161,24.0,1011.400024,272,1.8,4.282031,0
742.78,688.86,22.74,19.18,2.65,260.23,1012.34,822,209,24.4,1011.200012,246,3.7,4.359375,0
754.14,699.93,23.11,18.59,2.62,246.33,1012.25,839,267,24.5,1010.900024,48,1.6,4.2996089999999985,0
758.82,704.51,23.47,17.82,2.7,235.31,1012.16,855,339,24.4,1010.700012,296,1.9,4.320703,0
761.39,707.02,23.78,17.43,2.87,230.22,1012.11,864,415,24.9,1010.400024,233,3.1,4.232812,0
760.02,705.69,24.01,17.05,3.03,232.58,1012.02,874,479,24.9,1010.200012,284,1.6,4.257422,0
753.37,699.22,24.18,16.94,3.14,238.37,1011.79,858,518,25.0,1010.0,303,2.3,4.148438,0
746.15,692.21,24.33,17.11,3.19,242.07,1011.47,859,552,25.299999,1009.799988,269,1.2,4.1589839999999985,0
731.78,678.25,24.46,17.21,3.23,240.58,1011.14,854,573,26.0,1009.5,278,3.7,4.253906,0
719.55,666.37,24.61,17.15,3.3,238.82,1010.85,822,565,26.299999,1009.299988,234,2.6,4.169531,0
696.61,644.07,24.76,16.95,3.41,241.51,1010.64,818,574,26.1,1009.099976,220,3.2,4.141406,0
678.3,626.27,24.92,16.72,3.5,248.41,1010.48,801,569,27.0,1008.900024,271,3.5,4.064063,0
646.7,595.58,25.04,16.52,3.54,256.64,1010.33,764,545,26.5,1008.799988,302,3.8,3.867188,0
623.23,572.77,25.15,16.25,3.51,264.08,1010.15,755,547,26.9,1008.700012,285,1.0,3.779297,0
584.69,535.42,25.23,15.89,3.35,269.27,1010.0,709,515,26.6,1008.5,349,1.8,3.554297,0
556.77,508.37,25.32,15.4,3.03,272.1,1009.91,683,499,26.6,1008.400024,277,3.1,3.3679690000000004,0
511.27,464.36,25.38,15.0,2.63,274.19,1009.82,649,474,26.9,1008.299988,186,0.4,3.107812,0
478.79,432.98,25.45,14.68,2.3,277.12,1009.77,610,440,26.700001,1008.299988,306,2.1,2.840625,0
427.5,383.54,25.48,14.67,2.16,280.77,1009.82,574,405,26.799999,1008.099976,333,1.9,2.601562,0
391.89,349.32,25.49,14.88,2.17,283.68,1009.88,519,351,26.9,1008.099976,4,1.8,2.281641,0
336.81,296.6,25.43,15.31,2.24,285.35,1009.84,468,300,26.6,1008.0,332,0.4,1.989844,0
299.24,260.81,25.34,15.77,2.23,286.68,1009.72,403,245,26.700001,1007.900024,14,0.0,1.6734369999999998,0
242.04,206.73,25.18,16.34,2.1,288.83,1009.61,331,193,26.6,1008.0,75,0.4,1.339453,0
203.68,170.8,25.02,17.58,1.82,292.44,1009.49,261,146,26.299999,1008.0,116,0.9,0.991406,0
146.48,117.98,24.56,20.79,1.5,298.99,1009.37,195,108,26.0,1008.0,113,2.2,0.692578,0
109.16,84.31,24.28,20.27,1.3,311.19,1009.26,128,73,25.5,1008.099976,124,0.4,0.407813,0
56.14,38.52,23.73,20.36,1.28,326.28,1009.19,74,39,25.5,1008.099976,89,0.7,0.200391,0
24.9,14.11,23.07,20.72,1.4,338.34,1009.15,26,12,24.9,1008.299988,139,0.0,0.0,0
0.0,0.0,22.35,21.07,1.58,344.46,1009.15,0,0,23.5,1008.299988,118,0.0,0.0,0
0.0,0.0,21.78,21.43,1.72,346.28,1009.23,0,0,22.1,1008.5,234,0.0,0.0,0
0.0,0.0,21.26,21.74,1.76,345.48,1009.42,0,0,20.200001,1008.599976,23,0.0,0.0,0
0.0,0.0,20.88,21.9,1.68,342.34,1009.66,0,0,21.200001,1008.700012,118,0.7,0.0,0
0.0,0.0,20.61,21.93,1.53,336.69,1009.9,0,0,20.299999,1009.0,262,1.2,0.0,0
0.0,0.0,20.37,21.97,1.36,329.29,1010.18,0,0,18.700001,1009.299988,293,0.0,0.0,0
0.0,0.0,20.17,22.02,1.24,322.04,1010.43,0,0,18.799999,1009.5,127,0.0,0.0,0
0.0,0.0,19.97,22.12,1.17,316.96,1010.67,0,0,17.4,1009.799988,226,0.0,0.0,0
0.0,0.0,19.76,22.3,1.16,314.72,1010.93,0,0,16.1,1010.0,151,0.0,0.0,0
0.0,0.0,19.53,22.55,1.19,315.81,1011.19,0,0,18.1,1010.200012,21,0.0,0.0,0
0.0,0.0,19.27,22.82,1.29,319.04,1011.45,0,0,17.799999,1010.400024,81,0.0,0.0,0
0.0,0.0,18.99,23.14,1.47,321.28,1011.69,0,0,16.4,1010.700012,293,0.0,0.0,0
0.0,0.0,18.53,23.83,1.84,317.33,1011.94,0,0,15.9,1010.799988,231,0.0,0.0,0
0.0,0.0,17.67,25.65,2.42,306.69,1012.15,0,0,15.1,1010.900024,233,0.5,0.0,0
0.0,0.0,16.59,28.54,3.02,296.92,1012.27,0,0,13.5,1011.0,33,0.0,0.0,0
0.0,0.0,15.65,31.75,3.39,292.6,1012.38,0,0,16.299999,1011.099976,291,0.0,0.0,0
0.0,0.0,14.98,34.77,3.51,295.02,1012.52,0,0,15.2,1011.200012,7,0.8,0.0,0
0.0,0.0,14.43,37.66,3.55,300.41,1012.75,0,0,15.4,1011.299988,239,0.0,0.0,0
0.0,0.0,13.97,40.3,3.56,304.46,1012.95,0,0,13.6,1011.400024,298,0.0,0.0,0
0.0,0.0,13.5,42.74,3.6,308.63,1013.15,0,0,13.4,1011.599976,329,0.0,0.0,0
0.0,0.0,12.87,45.47,3.72,313.26,1013.4,0,0,14.0,1011.599976,169,0.0,0.0,0
0.0,0.0,12.25,47.85,3.9,316.49,1013.69,0,0,13.4,1011.700012,201,0.0,0.0,0
0.0,0.0,11.72,49.53,4.05,320.3,1014.01,0,0,14.1,1011.799988,63,0.6,0.0,0
0.0,0.0,11.32,42.82,3.47,317.62,1014.08,0,0,14.7,1011.700012,337,0.0,0.0,0
0.0,0.0,11.17,43.7,3.44,307.99,1014.12,0,0,12.9,1011.900024,208,0.2,0.0,0
0.0,0.0,10.93,44.81,3.49,301.44,1014.63,0,0,11.5,1012.0,248,0.0,0.0,0
0.0,0.0,10.65,46.0,3.56,296.55,1014.83,0,0,11.8,1012.299988,282,0.7,0.0,0
0.0,0.0,10.35,47.25,3.58,296.51,1014.78,0,0,12.3,1012.400024,352,0.0,0.0,0
0.0,0.0,10.03,48.48,3.54,301.7,1014.63,0,0,14.2,1012.700012,356,2.4,0.0,0
0.0,0.0,9.77,49.46,3.49,306.78,1014.88,0,0,14.2,1012.700012,320,0.7,0.0,0
0.0,0.0,9.56,50.1,3.46,308.08,1014.77,0,0,14.3,1012.799988,313,1.2,0.0,0
0.0,0.0,9.47,50.09,3.46,306.97,1014.72,0,0,14.4,1012.900024,311,2.4,0.0,0
0.0,0.0,9.45,49.61,3.47,305.34,1014.62,0,0,14.1,1013.0,322,1.3,0.0,0
0.0,0.0,9.48,48.79,3.49,302.21,1014.65,0,0,13.4,1013.200012,294,1.2,0.0,0
0.0,0.0,9.49,47.97,3.51,299.68,1014.84,0,0,13.3,1013.299988,325,0.6,0.0,0
0.0,0.0,9.47,47.25,3.56,298.03,1014.97,0,0,13.2,1013.299988,322,1.6,0.0,0
0.0,0.0,9.42,46.66,3.61,297.13,1014.95,0,0,12.9,1013.400024,5,0.4,0.0,0
0.0,0.0,9.37,46.14,3.68,297.5,1014.96,0,0,12.2,1013.299988,228,0.6,0.0,0
0.0,0.0,9.32,45.73,3.75,299.19,1015.22,0,0,9.9,1013.200012,188,0.8,0.0,0
0.0,0.0,9.25,45.49,3.81,300.29,1015.41,0,0,9.7,1013.299988,155,0.0,0.0,0
0.0,0.0,9.17,45.35,3.84,300.86,1015.6,0,0,9.9,1013.299988,14,0.0,0.0,0
0.0,0.0,9.08,45.33,3.81,299.96,1015.53,0,0,10.3,1013.200012,162,0.0,0.0,0
0.0,0.0,8.96,45.4,3.73,296.83,1015.59,0,0,9.5,1013.299988,352,0.0,0.0,0
0.0,0.0,8.85,45.48,3.64,294.28,1015.46,0,0,9.9,1013.400024,160,0.0,0.0,0
0.0,0.0,8.7,45.71,3.55,294.9,1015.33,0,0,8.8,1013.599976,194,0.0,0.0,0
0.0,0.0,8.49,46.19,3.47,299.48,1015.28,0,0,8.2,1014.0,284,0.2,0.0,0
0.0,0.0,8.28,46.71,3.43,303.55,1015.25,0,0,9.2,1014.099976,38,0.0,0.0,0
0.0,0.0,8.16,46.95,3.45,302.76,1015.22,0,0,9.8,1014.299988,229,0.0,0.0,0
0.0,0.0,8.05,47.17,3.51,299.59,1015.24,3,2,8.7,1014.400024,241,0.6,0.0,0
18.74,9.79,8.21,46.63,3.6,297.59,1015.26,22,10,9.2,1014.599976,287,0.0,0.07734400000000001,0
65.52,46.31,8.82,44.93,3.61,297.26,1015.39,27,17,9.3,1014.700012,222,0.0,0.193359,0
100.96,76.98,9.73,42.67,3.47,297.94,1015.58,74,24,9.7,1014.700012,39,0.0,0.397266,0
156.83,127.36,11.14,39.51,3.34,298.61,1015.82,45,29,11.8,1014.599976,238,0.0,0.678516,0
194.91,162.51,12.84,36.15,3.4,298.22,1016.02,170,34,12.2,1014.799988,279,0.0,0.973828,0
252.23,216.17,14.75,32.42,3.82,297.91,1016.14,218,41,13.6,1015.0,301,0.0,1.279688,0
290.14,252.02,16.13,28.99,4.33,298.89,1016.17,283,46,15.6,1014.900024,264,0.6,1.599609,0
346.02,305.2,17.34,27.36,4.51,296.94,1016.23,344,50,16.799999,1014.900024,355,0.5,1.919531,0
382.33,339.94,18.56,25.31,4.59,297.29,1016.29,409,53,17.799999,1014.799988,297,0.3,2.218359,0
434.95,390.46,19.32,23.38,4.91,305.57,1016.25,475,56,18.799999,1014.799988,288,0.8,2.520703,0
468.48,422.74,19.83,22.52,5.49,325.24,1016.28,528,61,19.799999,1014.799988,297,0.3,2.777344,0
516.08,468.69,20.39,21.78,6.31,337.0,1016.27,566,67,20.799999,1014.799988,319,2.0,2.995312,0
545.84,497.46,20.86,20.87,6.97,341.23,1016.16,597,75,21.1,1014.799988,324,1.4,3.195703,0
586.95,537.28,21.27,20.39,7.26,341.57,1015.88,632,81,21.799999,1014.700012,286,1.7,3.3996089999999994,0
611.71,561.27,21.53,20.17,7.52,343.13,1015.57,670,98,22.1,1014.700012,270,2.3,3.561328,0
644.91,593.48,21.77,20.3,7.97,345.58,1015.4,699,112,23.0,1014.700012,269,0.2,3.691406,0
664.63,612.62,22.06,20.4,8.37,347.51,1015.32,718,135,23.0,1014.700012,356,0.8,3.835547,0
